"internet_compras_antes";"internet_serv_antes";"modo_compras_antes";"modo_serv_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"internet_compra_conve_antes";"internet_compra_essenc_antes";"internet_compra_duravel_antes";"star_preco_antes";"star_compra_non_comercial_antes";"star_preco_entrega_antes";"star_prazo_entrega_antes";"star_entrega_agendada_antes";"star_retirada_antes";"star_devolucao_antes";"star_contato_antes";"cidade_moradia_antes";"bairro_moradia_antes";"cidade_trabalho_antes";"bairro_trabalho_antes";"internet_compras_depois";"internet_serv_depois";"modo_compras_depois";"modo_serv_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"internet_compra_conve_depois";"internet_compra_essenc_depois";"internet_compra_duravel_depois";"star_preco_depois";"star_compra_non_comercial_depois";"star_preco_entrega_depois";"star_prazo_entrega_depois";"star_entrega_agendada_depois";"star_retirada_depois";"star_devolucao_depois";"star_contato_depois";"fisica_nenhuma";"internet_nenhuma";"fisica_mais";"internet_mais";"fisica_menos";"internet_menos";"fisica_dif";"internet_dif";"iso_parcial";"iso_total";"sou_risco";"moro_risco";"prof_saude";"genero";"idade";"escolaridade";"estuda";"nivel_educ";"adult_menos_60";"adult_mais_60";"jovens";"crincas";"bebes";"prof";"domi";"renda"
"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"5";"1";"5";"5";"3";"4";"5";"1";"belo horizonte";"castelo";"belo horizonte";"nova gameleira";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"2";"5";"5";"1";"1";"5";"4";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";NA;NA;NA;"nao";"sim";"nao";"nao";"nao";"mulher";"35";"mestrado ou doutorado";"nao";NA;"1";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"entre 3 e 6 vezes por semana";"entre 3 e 6 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"3";"5";"5";"2";"3";"4";"3";"belo horizonte";"padre eustaquio";"belo horizonte";"nova suica";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"4";"5";"5";"2";"3";"4";"3";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"38";"mestrado ou doutorado";"nao";NA;"2";NA;NA;"1";NA;"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"3";"3";"5";"5";"3";"3";"belo horizonte";"padre eustaquio";"contagem";"centro";"eventualmente";"eventualmente";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"3";"3";"5";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"nao";"sim";"nao";"sim";"nao";"mulher";"40";"ensino superior";"nao";NA;"03";"01";"0";"2";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"4";"3";"3";"2";"5";"2";"1";"belo horizonte";"estoril";"nova lima";"vila da serra";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"5";"5";"5";"4";"4";"1";"1";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"sim";"sim";"nao";"nao";"mulher";"59";"ensino superior";"nao";NA;"1";"0";"0";"0";"0";"autonomo(a), sem cnpj";"outros";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"2";"5";"4";"1";"1";"1";"1";"belo horizonte";"sao bento";"belo horizonte";"sao bento";"eventualmente";"n/a";"automovel particular";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"2";"5";"5";"1";"1";"2";"1";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"40";"mestrado ou doutorado";"nao";NA;"3";"1";"0";"1";NA;"autonomo(a), sem cnpj";"dependente";"abaixo de 1.000 reais."
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"todos os dias";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"4";"3";"1";"1";"belo horizonte";"graca";"belo horizonte";"nova suissa";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"5";"1";"1";"5";"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"36";"mestrado ou doutorado";"nao";NA;"2";"0";"1";"1";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"transporte publico";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"1";"1";"2";"2";"1";"belo horizonte";"santa branca";"belo horizonte";"centro";"ate 2 vezes por semana";"eventualmente";"a pe";"transporte por aplicativo";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"1";"1";"2";"2";"1";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";NA;NA;NA;"sim";"nao";"nao";"nao";"nao";"homem";"27";"ensino medio";"sim";"graduacao";"0";"2";"0";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"abaixo de 1.000 reais."
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"3";"2";"2";"3";"2";"3";"4";"1";"belo horizonte";"buritis";"belo horizonte";"prado";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"a pe";"n/a";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"3";"2";"3";"3";"4";"4";"4";"1";NA;"compras pela internet";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"nao";"nao";"nao";"nao";"nao";"mulher";"50";"mestrado ou doutorado";"sim";"outros";"2";"0";"1";"2";"0";"empregado(a), trabalhando em empresa privada";"outros";"entre 3.000 e 5.000 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"3";"5";"5";"5";"1";"3";"2";"1";"belo horizonte";"sao luis";"bh";"venda nova";"eventualmente";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"1";"1";"3";"5";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"28";"ensino medio";"sim";"graduacao";"3";"0";"0";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"5";"5";"3";"4";"4";"1";"belo horizonte";"prado";"belo horizonte";"santo agostinho";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"n/a";"n/a";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"nunca";"5";"4";"5";"5";"2";"5";"5";"3";NA;"compras pela internet";NA;NA;"compras em lojas fisicas";NA;NA;NA;"sim";"nao";"nao";"nao";"nao";"mulher";"23";"ensino medio";"sim";"graduacao";"1";"0";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"abaixo de 1.000 reais."
"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"5";"2";"3";"3";"3";"4";"5";"1";"belo horizonte";"sion";"belo horizonte";"lourdes";"entre 3 e 5 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"5";"3";"3";"3";"3";"1";"5";"4";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"23";"ensino medio";"sim";"graduacao";"1";"1";"1";NA;NA;"estudante";"dependente";"abaixo de 1.000 reais."
"eventualmente";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"4";"4";"4";"3";"5";"1";"belo horizonte";"sion";"nova lima";"vila da serra";"entre 3 e 5 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"4";"4";"4";"5";"3";"5";"1";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";"compras pela internet";"compras em lojas fisicas";"compras pela internet";"nao";"sim";"sim";"sim";"sim";"mulher";"46";"mestrado ou doutorado";"nao";NA;"1";"1";"0";"2";"0";"empregado(a), trabalhando em empresa privada";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"n/a";"automovel particular";"n/a";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"3";"1";"1";"3";"4";"5";"1";"belo horizonte";"santo agostinho";NA;NA;"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"nunca";"1";"3";"5";"5";"5";"5";"5";"5";NA;NA;"compras em lojas fisicas";NA;NA;"compras pela internet";NA;"compras pela internet";"nao";"sim";"nao";"sim";"nao";"mulher";"39";"ensino superior";"nao";NA;"1";"1";NA;NA;NA;"autonomo(a), sem cnpj";"outros";"abaixo de 1.000 reais."
"ate 2 vezes por semana";"diariamente";"automovel particular";"automovel particular";"todos os dias";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"3";"3";"5";"5";"belo horizonte";"sagrada familia";"belo horizonte";"sion";"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"n/a";"n/a";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"5";"5";"5";"5";"3";"3";"5";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"sim";"nao";"nao";"mulher";"52";"pos-graduacao (especializacao)";"nao";NA;"2";NA;"1";NA;NA;"empregado(a), trabalhando em empresa privada";"outros";"entre 3.000 e 5.000 reais"
"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"menos de 1 vez por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"3";"5";"5";"3";"4";"4";"1";"belo horizonte";"nova granada";"belo horizonte";"nova gameleira";"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"5";"4";"5";"3";"2";"4";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"sim";"sim";"nao";"mulher";"53";"mestrado ou doutorado";"nao";NA;"3";"1";"1";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"acima de 20.000 reais"
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"5";"3";"5";"5";"1";"1";"5";"2";"belo horizonte";"santa lucia";NA;NA;"nao houve necessidade de deslocamento";"nao houve necessidade de deslocamento";"n/a";"n/a";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"3";"1";"3";"3";"1";"1";"1";"5";NA;"compras pela internet";NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"sim";"sim";"nao";"mulher";"66";"mestrado ou doutorado";"nao";NA;"0";"1";"0";"0";"0";"autonomo(a), com cnpj";"outros";"entre 10.000 e 20.000 reais"
"eventualmente";"eventualmente";"transporte por aplicativo";"transporte por aplicativo";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"4";"5";"5";"5";"5";"5";"5";"belo horizonte";"carlos prates";NA;NA;"ate 2 vezes por semana";"eventualmente";"a pe";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por semana";"5";"5";"5";"5";"5";"5";"5";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"homem";"29";"ensino medio";"sim";"graduacao";"2";NA;NA;NA;NA;"estudante";"dependente";"entre 5.000 e 10.000 reais"
"diariamente";"diariamente";"transporte por aplicativo";"a pe";"todos os dias";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"4";"5";"3";"5";"5";"5";"3";"1";"belo horizonte";"castelo";"belo horizonte";"savassi";"eventualmente";"nao houve necessidade de deslocamento";"transporte por aplicativo";"a pe";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"nunca";"nunca";"4";"1";"4";"5";"5";"5";"3";"3";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"compras em lojas fisicas";NA;"nao";"sim";"nao";"sim";"nao";"homem";"28";"ensino superior";"sim";"pos-graduacao";"1";"1";"0";"0";"0";"autonomo(a), sem cnpj";"dependente";"entre 5.000 e 10.000 reais"
"entre 3 e 6 vezes por semana";"eventualmente";"a pe";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"5";"3";"5";"5";"3";"2";"3";"3";"belo horizonte";"nova suissa";"belo horizonte";"nova suissa";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"5";"5";"5";"5";"5";"1";"5";"5";"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"homem";"23";"ensino medio";"sim";"graduacao";"2";"0";"1";"0";"0";"estudante";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"1";"4";"3";"1";"1";"1";"1";"1";"belo horizonte";"santa amelia";"betim";"jardim alterosa";"eventualmente";"nao houve necessidade de deslocamento";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"5";"5";"4";"1";"2";"1";"1";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"nao";"nao";"nao";"nao";"homem";"22";"ensino medio";"sim";"graduacao";"3";"0";"2";"1";"0";"estudante";"dependente";"entre 1.000 e 1.500 reais"
"eventualmente";"eventualmente";"automovel particular";"automovel particular";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"1";"1";"5";"3";"belo horizonte";"jardim guanabara";"belo horizonte";"nova gameleira";"ate 2 vezes por semana";"eventualmente";"automovel particular";"automovel particular";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"5";"1";"5";"5";"1";"1";"1";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"33";"ensino superior";"sim";"curso livre de capacitacao (ex: linguas)";"2";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"ate 2 vezes por semana";"eventualmente";"a pe";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"5";"4";"5";"3";"2";"4";"5";"3";"belo horizonte";"coracao eucaristico";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"ate 2 vezes por semana";"ate 2 vezes por semana";"automovel particular";"automovel particular";"2 a 5 vezes por mes";"nunca";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"nunca";"2 a 5 vezes por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"3";"1";"1";"5";"1";"belo horizonte";"itapoa";"belo horizonte";"ouro preto";"ate 2 vezes por semana";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"1";"5";"5";"1";"1";"5";"5";NA;NA;NA;NA;"compras em lojas fisicas";"compras pela internet";NA;NA;"sim";"nao";"nao";"sim";"nao";"mulher";"23";"ensino superior";"sim";"graduacao";"2";"2";"1";"0";"0";"empregado(a), trabalhando em empresa privada";"dependente";"entre 1.000 e 1.500 reais"
"entre 3 e 6 vezes por semana";"ate 2 vezes por semana";"automovel particular";"transporte por aplicativo";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"entre 2 e 5 vezes por semana";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"4";"3";"4";"4";"2";"2";"1";"1";"belo horizonte";"sion";"belo horizonte";"lourdes";"ate 2 vezes por semana";"nao houve necessidade de deslocamento";"automovel particular";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"nunca";"nunca";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"5";"1";"5";"5";"1";"1";"1";"1";"compras em lojas fisicas";NA;NA;"compras pela internet";NA;NA;NA;"compras pela internet";"sim";"nao";"nao";"nao";"nao";"mulher";"40";"pos-graduacao (especializacao)";"sim";"pos-graduacao";"4";NA;NA;"2";NA;"autonomo(a), sem cnpj";"contribui para a renda familiar";"entre 1.500 e 3.000 reais"
"sem necessidade de deslocamento";"diariamente";"a pe";"a pe";"todos os dias";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"menos de 1 vez por mes";"entre 2 e 5 vezes por mes";"menos de 1 vez por mes";"nunca";"5";"1";"5";"1";"3";"5";"5";"4";"belo horizonte";"centro";"belo horizonte";"centro";"ate 2 vezes por semana";"n/a";"a pe";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por semana";"nunca";"nunca";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"1";"1";"1";"1";"1";"1";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;NA;"sim";"nao";"nao";"nao";"nao";"homem";"42";"mestrado ou doutorado";"nao";NA;"2";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"eventualmente";"a pe";"transporte publico";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"5";"4";"5";"4";"3";"4";"5";"2";"belo horizonte";"santo antonio";"belo horizonte";"funcionarios";"entre 3 e 5 vezes por semana";"n/a";"a pe";"n/a";"entre 2 e 5 vezes por semana";"entre 2 e 5 vezes por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"4";"5";"5";"5";"3";"3";"5";"5";NA;NA;NA;"compras pela internet";"compras em lojas fisicas";NA;NA;"compras pela internet";"nao";"sim";"nao";"nao";"nao";"mulher";"38";"pos-graduacao (especializacao)";"nao";NA;"2";"0";"0";"0";"0";"servidor(a) publico(a)";"contribui para a renda familiar";"entre 5.000 e 10.000 reais"
"eventualmente";"sem necessidade de deslocamento";"transporte publico";"transporte por aplicativo";"2 a 5 vezes por mes";"2 a 5 vezes por mes";"menos de 1 vez por mes";"nunca";"menos de 1 vez por mes";"menos de 1 vez por mes";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"4";"2";"2";"2";"1";"belo horizonte";"california";NA;NA;"eventualmente";"n/a";"automovel particular";"n/a";"entre 2 e 5 vezes por mes";"entre 2 e 5 vezes por mes";"nunca";"nunca";"nunca";"nunca";"nunca";"nunca";"menos de 1 vez por mes";"5";"5";"5";"5";"1";"1";"1";"1";"compras em lojas fisicas";"compras pela internet";NA;"compras pela internet";NA;"compras pela internet";NA;"compras pela internet";"sim";"nao";"sim";"sim";"nao";"mulher";"21";"ensino medio";"sim";"graduacao";"3";NA;NA;NA;NA;"estudante";"dependente";"abaixo de 1.000 reais."
